,Name,MarketCap,Sector,industry,ExDivDate,StockPrice,DivYield,DivShare,Volatility,Expiry,OptionPrice,Open Int,Strike,Vol,NumDivs,DivIncome,GLExercise,TotalIncome,Return,AnnRet
AA,Alcoa Inc.,9636833635.59,Capital Goods,Metal Fabrications,10-31-2012,9.03,0.12,0.0903,24.1501748203,02-16-13,1.04,"2,690",8,36,1,0.0903,-1.03,0.1003,0.0111074197,0.1332890365
AA,Alcoa Inc.,9636833635.59,Capital Goods,Metal Fabrications,10-31-2012,9.03,0.12,0.0903,24.1501748203,02-16-13,0.15,"16,429",9,"1,961",1,0.0903,-0.03,0.2103,0.0232890365,0.2794684385
AA,Alcoa Inc.,9636833635.59,Capital Goods,Metal Fabrications,10-31-2012,9.03,0.12,0.0903,24.1501748203,02-16-13,0.01,"12,097",10,"1,218",1,0.0903,0.97,0.1003,0.0111074197,0.1332890365
AA,Alcoa Inc.,9636833635.59,Capital Goods,Metal Fabrications,10-31-2012,9.03,0.12,0.0903,24.1501748203,02-16-13,0.01,847,11,1,1,0.0903,1.97,0.1003,0.0111074197,0.1332890365
AA,Alcoa Inc.,9636833635.59,Capital Goods,Metal Fabrications,10-31-2012,9.03,0.12,0.0903,24.1501748203,02-16-13,1.04,"2,690",8,36,1,0.0903,-1.03,0.1003,0.0111074197,0.1332890365
AA,Alcoa Inc.,9636833635.59,Capital Goods,Metal Fabrications,10-31-2012,9.03,0.12,0.0903,24.1501748203,02-16-13,0.15,"16,429",9,"1,961",1,0.0903,-0.03,0.2103,0.0232890365,0.2794684385
AA,Alcoa Inc.,9636833635.59,Capital Goods,Metal Fabrications,10-31-2012,9.03,0.12,0.0903,24.1501748203,02-16-13,0.01,"12,097",10,"1,218",1,0.0903,0.97,0.1003,0.0111074197,0.1332890365
AA,Alcoa Inc.,9636833635.59,Capital Goods,Metal Fabrications,10-31-2012,9.03,0.12,0.0903,24.1501748203,02-16-13,0.01,847,11,1,1,0.0903,1.97,0.1003,0.0111074197,0.1332890365
AA,Alcoa Inc.,9636833635.59,Capital Goods,Metal Fabrications,10-31-2012,9.03,0.12,0.0903,24.1501748203,03-16-13,1.06,41,8,27,1,0.0903,-1.03,0.1203,0.0133222591,0.0799335548
AA,Alcoa Inc.,9636833635.59,Capital Goods,Metal Fabrications,10-31-2012,9.03,0.12,0.0903,24.1501748203,03-16-13,0.26,"4,084",9,306,1,0.0903,-0.03,0.3203,0.0354706534,0.2128239203
AA,Alcoa Inc.,9636833635.59,Capital Goods,Metal Fabrications,10-31-2012,9.03,0.12,0.0903,24.1501748203,03-16-13,0.03,"3,693",10,"1,685",1,0.0903,0.97,0.1203,0.0133222591,0.0799335548
AA,Alcoa Inc.,9636833635.59,Capital Goods,Metal Fabrications,10-31-2012,9.03,0.12,0.0903,24.1501748203,04-20-13,1.1,"5,657",8,209,2,0.1806,-1.03,0.2506,0.027751938,0.1110077519
AA,Alcoa Inc.,9636833635.59,Capital Goods,Metal Fabrications,10-31-2012,9.03,0.12,0.0903,24.1501748203,04-20-13,0.4,"17,161",9,586,2,0.1806,-0.03,0.5506,0.0609745293,0.2438981174
AA,Alcoa Inc.,9636833635.59,Capital Goods,Metal Fabrications,10-31-2012,9.03,0.12,0.0903,24.1501748203,04-20-13,0.09,"22,506",10,"2,972",2,0.1806,0.97,0.2706,0.0299667774,0.1198671096
AA,Alcoa Inc.,9636833635.59,Capital Goods,Metal Fabrications,10-31-2012,9.03,0.12,0.0903,24.1501748203,04-20-13,0.02,"5,568",11,404,2,0.1806,1.97,0.2006,0.0222148394,0.0888593577
AA,Alcoa Inc.,9636833635.59,Capital Goods,Metal Fabrications,10-31-2012,9.03,0.12,0.0903,24.1501748203,04-20-13,0.01,"1,667",12,4,2,0.1806,2.97,0.1906,0.0211074197,0.0844296788
AACC,Asset Acceptance Capital Corp.,152311955.4,Finance,Finance Companies,7-17-2007,4.95,0,0,35.0332754,02-16-13,0.25,100,5,100,2,0,0.05,0.25,0.0505050505,0.6060606061
AACC,Asset Acceptance Capital Corp.,152311955.4,Finance,Finance Companies,7-17-2007,4.95,0,0,35.0332754,02-16-13,0.7,93,7.5,14,2,0,2.55,0.7,0.1414141414,1.696969697
AACC,Asset Acceptance Capital Corp.,152311955.4,Finance,Finance Companies,7-17-2007,4.95,0,0,35.0332754,02-16-13,0.2,1,10,1,2,0,5.05,0.2,0.0404040404,0.4848484848
AACC,Asset Acceptance Capital Corp.,152311955.4,Finance,Finance Companies,7-17-2007,4.95,0,0,35.0332754,02-16-13,0.25,100,5,100,2,0,0.05,0.25,0.0505050505,0.6060606061
AACC,Asset Acceptance Capital Corp.,152311955.4,Finance,Finance Companies,7-17-2007,4.95,0,0,35.0332754,02-16-13,0.7,93,7.5,14,2,0,2.55,0.7,0.1414141414,1.696969697
AACC,Asset Acceptance Capital Corp.,152311955.4,Finance,Finance Companies,7-17-2007,4.95,0,0,35.0332754,02-16-13,0.2,1,10,1,2,0,5.05,0.2,0.0404040404,0.4848484848
AACC,Asset Acceptance Capital Corp.,152311955.4,Finance,Finance Companies,7-17-2007,4.95,0,0,35.0332754,05-18-13,0.55,10,5,10,2,0,0.05,0.55,0.1111111111,0.3333333333
AAN,"Aaron&#39;s,  Inc.",2287763332.22,Technology,Diversified Commercial Services,11-29-2010,30.26,0.049,0.1235616667,25.6003392689,02-16-13,5.3,16,25,4,2,0.2471233333,-5.26,0.2871233333,0.0094885437,0.1138625248
AAN,"Aaron&#39;s,  Inc.",2287763332.22,Technology,Diversified Commercial Services,11-29-2010,30.26,0.049,0.1235616667,25.6003392689,02-16-13,1,23,30,1,2,0.2471233333,-0.26,0.9871233333,0.0326213924,0.3914567085
AAN,"Aaron&#39;s,  Inc.",2287763332.22,Technology,Diversified Commercial Services,11-29-2010,30.26,0.049,0.1235616667,25.6003392689,02-16-13,0.15,55,35,10,2,0.2471233333,4.74,0.3971233333,0.0131237057,0.1574844679
AAN,"Aaron&#39;s,  Inc.",2287763332.22,Technology,Diversified Commercial Services,11-29-2010,30.26,0.049,0.1235616667,25.6003392689,02-16-13,5.3,16,25,4,2,0.2471233333,-5.26,0.2871233333,0.0094885437,0.1138625248
AAN,"Aaron&#39;s,  Inc.",2287763332.22,Technology,Diversified Commercial Services,11-29-2010,30.26,0.049,0.1235616667,25.6003392689,02-16-13,1,23,30,1,2,0.2471233333,-0.26,0.9871233333,0.0326213924,0.3914567085
AAN,"Aaron&#39;s,  Inc.",2287763332.22,Technology,Diversified Commercial Services,11-29-2010,30.26,0.049,0.1235616667,25.6003392689,02-16-13,0.15,55,35,10,2,0.2471233333,4.74,0.3971233333,0.0131237057,0.1574844679
AAN,"Aaron&#39;s,  Inc.",2287763332.22,Technology,Diversified Commercial Services,11-29-2010,30.26,0.049,0.1235616667,25.6003392689,05-18-13,1.35,222,30,5,2,0.2471233333,-0.26,1.3371233333,0.0441878167,0.1325634501
AAN,"Aaron&#39;s,  Inc.",2287763332.22,Technology,Diversified Commercial Services,11-29-2010,30.26,0.049,0.1235616667,25.6003392689,05-18-13,0.2,71,35,50,2,0.2471233333,4.74,0.4471233333,0.014776052,0.044328156
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,02-16-13,4.4,99,70,1,0,0,-5.25,-0.85,-0.0112956811,-0.1355481728
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,02-16-13,2.65,990,75,15,0,0,-0.25,2.4,0.0318936877,0.3827242525
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,02-16-13,0.8,"1,090",80,12,0,0,4.75,0.8,0.0106312292,0.1275747508
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,02-16-13,0.17,50,85,14,0,0,9.75,0.17,0.0022591362,0.0271096346
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,02-16-13,4.4,99,70,1,0,0,-5.25,-0.85,-0.0112956811,-0.1355481728
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,02-16-13,2.65,990,75,15,0,0,-0.25,2.4,0.0318936877,0.3827242525
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,02-16-13,0.8,"1,090",80,12,0,0,4.75,0.8,0.0106312292,0.1275747508
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,02-16-13,0.17,50,85,14,0,0,9.75,0.17,0.0022591362,0.0271096346
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,03-16-13,5.9,614,70,6,1,1.505,-5.25,2.155,0.0286378738,0.1718272425
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,03-16-13,2.95,323,75,1,1,1.505,-0.25,4.205,0.0558803987,0.335282392
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,03-16-13,1.38,"8,740",80,9,1,1.505,4.75,2.885,0.0383388704,0.2300332226
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,03-16-13,0.45,"16,383",85,66,1,1.505,9.75,1.955,0.0259800664,0.1558803987
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,03-16-13,0.15,"8,591",90,3,1,1.505,14.75,1.655,0.0219933555,0.1319601329
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,04-20-13,3.2,49,75,60,1,1.505,-0.25,4.455,0.0592026578,0.2368106312
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,04-20-13,2,12,80,11,1,1.505,4.75,3.505,0.0465780731,0.1863122924
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,06-22-13,7.5,168,70,1,2,3.01,-5.25,5.26,0.0699003322,0.1677607973
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,06-22-13,4,41,75,8,2,3.01,-0.25,6.76,0.089833887,0.2156013289
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,06-22-13,3,231,80,1,2,3.01,4.75,6.01,0.0798671096,0.1916810631
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,06-22-13,1.7,49,85,11,2,3.01,9.75,4.71,0.0625913621,0.1502192691
AAP,Advance Auto Parts Inc,5520646342.75,Consumer Services,Other Specialty Stores,12-19-2012,75.25,0.24,1.505,91.5678449218,06-22-13,1.05,752,90,30,2,3.01,14.75,4.06,0.0539534884,0.1294883721
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,02-22-13,19.9,147,430,257,1,194.2803333333,-9.88,204.3003333333,0.4644456064,5.5733472765
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,02-22-13,15.3,471,435,"1,760",1,194.2803333333,-4.88,204.7003333333,0.4653549453,5.5842593435
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,02-22-13,8.6,316,440,"6,476",1,194.2803333333,0.12,202.8803333333,0.4612174532,5.5346094389
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,02-22-13,11.5,254,440,708,1,194.2803333333,0.12,205.7803333333,0.4678101603,5.6137219242
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,02-22-13,12.85,787,440,"6,701",1,194.2803333333,0.12,207.1303333333,0.4708791792,5.65055015
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,02-22-13,19.9,147,430,257,1,194.2803333333,-9.88,204.3003333333,0.4644456064,5.5733472765
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,02-22-13,15.3,471,435,"1,760",1,194.2803333333,-4.88,204.7003333333,0.4653549453,5.5842593435
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,02-22-13,8.6,316,440,"6,476",1,194.2803333333,0.12,202.8803333333,0.4612174532,5.5346094389
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,02-22-13,11.5,254,440,708,1,194.2803333333,0.12,205.7803333333,0.4678101603,5.6137219242
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,02-22-13,12.85,787,440,"6,701",1,194.2803333333,0.12,207.1303333333,0.4708791792,5.65055015
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,03-16-13,24.55,160,430,"1,170",1,194.2803333333,-9.88,208.9503333333,0.4750166712,2.8501000273
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,03-16-13,21.1,332,435,533,1,194.2803333333,-4.88,210.5003333333,0.4785403595,2.871242157
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,03-16-13,18.04,459,440,"1,523",1,194.2803333333,0.12,212.3203333333,0.4826778515,2.8960671092
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,03-16-13,15.6,277,445,"1,835",1,194.2803333333,5.12,209.8803333333,0.4771308842,2.8627853051
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,03-16-13,13.95,"2,226",450,"4,682",1,194.2803333333,10.12,208.2303333333,0.4733798612,2.840279167
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,04-20-13,28.5,213,430,618,1,194.2803333333,-9.88,212.9003333333,0.483996393,1.9359855718
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,04-20-13,26.5,88,435,183,1,194.2803333333,-4.88,215.9003333333,0.4908164348,1.9632657391
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,04-20-13,24,309,440,"1,273",1,194.2803333333,0.12,218.2803333333,0.4962270013,1.9849080052
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,04-20-13,21.75,250,445,436,1,194.2803333333,5.12,216.0303333333,0.4911119699,1.9644478797
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,04-20-13,18.75,"1,738",450,"1,337",1,194.2803333333,10.12,213.0303333333,0.4842919281,1.9371677124
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,05-18-13,38.7,9,425,7,2,388.5606666667,-14.88,412.3806666667,0.9374844655,2.8124533964
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,05-18-13,35.25,26,430,59,2,388.5606666667,-9.88,413.9306666667,0.9410081537,2.8230244612
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,05-18-13,28,85,440,181,2,388.5606666667,0.12,416.5606666667,0.9469870571,2.8409611712
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,05-18-13,26.25,33,445,91,2,388.5606666667,5.12,414.8106666667,0.9430086993,2.829026098
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,05-18-13,24,292,450,651,2,388.5606666667,10.12,412.5606666667,0.937893668,2.8136810039
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,06-22-13,35.13,174,430,55,2,388.5606666667,-9.88,413.8106666667,0.9407353521,2.257764845
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,06-22-13,36.1,57,435,29,2,388.5606666667,-4.88,419.7806666667,0.9543072353,2.2903373647
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,06-22-13,29.88,137,440,103,2,388.5606666667,0.12,418.4406666667,0.95126095,2.2830262799
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,06-22-13,27.55,124,445,111,2,388.5606666667,5.12,416.1106666667,0.9459640508,2.2703137219
AAPL,Apple Inc.,413064289690.64,Technology,Computer Manufacturing,11-7-2012,439.88,5.3,194.2803333333,49.3939372646,06-22-13,26.25,711,450,"1,124",2,388.5606666667,10.12,414.8106666667,0.9430086993,2.2632208784
AAT,"American Assets Trust, Inc.",1132941991.08,Consumer Services,Real Estate Investment Trusts,12-12-2012,28.59,0.84,2.0013,24.5435424494,04-20-13,3.7,4,25,2,1,2.0013,-3.59,2.1113,0.0738474991,0.2953899965
AAT,"American Assets Trust, Inc.",1132941991.08,Consumer Services,Real Estate Investment Trusts,12-12-2012,28.59,0.84,2.0013,24.5435424494,04-20-13,0.65,17,30,0,1,2.0013,1.41,2.6513,0.0927352221,0.3709408884
AAV,Advantage Oil & Gas Ltd,505148514,Energy,Oil & Gas Production,2-25-2009,3,0,0,32.0087010092,02-16-13,0.25,"1,167",3,313,2,0,0,0.25,0.0833333333,1
AAV,Advantage Oil & Gas Ltd,505148514,Energy,Oil & Gas Production,2-25-2009,3,0,0,32.0087010092,02-16-13,0.05,314,4,20,2,0,1,0.05,0.0166666667,0.2
AAV,Advantage Oil & Gas Ltd,505148514,Energy,Oil & Gas Production,2-25-2009,3,0,0,32.0087010092,02-16-13,0.17,42,5,9,2,0,2,0.17,0.0566666667,0.68
AAV,Advantage Oil & Gas Ltd,505148514,Energy,Oil & Gas Production,2-25-2009,3,0,0,32.0087010092,02-16-13,0.25,"1,167",3,313,2,0,0,0.25,0.0833333333,1
AAV,Advantage Oil & Gas Ltd,505148514,Energy,Oil & Gas Production,2-25-2009,3,0,0,32.0087010092,02-16-13,0.05,314,4,20,2,0,1,0.05,0.0166666667,0.2
AAV,Advantage Oil & Gas Ltd,505148514,Energy,Oil & Gas Production,2-25-2009,3,0,0,32.0087010092,02-16-13,0.17,42,5,9,2,0,2,0.17,0.0566666667,0.68
AAV,Advantage Oil & Gas Ltd,505148514,Energy,Oil & Gas Production,2-25-2009,3,0,0,32.0087010092,05-18-13,1.45,3,2,3,2,0,-1,0.45,0.15,0.45
AAV,Advantage Oil & Gas Ltd,505148514,Energy,Oil & Gas Production,2-25-2009,3,0,0,32.0087010092,05-18-13,0.3,173,3,10,2,0,0,0.3,0.1,0.3
AAV,Advantage Oil & Gas Ltd,505148514,Energy,Oil & Gas Production,2-25-2009,3,0,0,32.0087010092,05-18-13,0.05,234,4,284,2,0,1,0.05,0.0166666667,0.05
AAV,Advantage Oil & Gas Ltd,505148514,Energy,Oil & Gas Production,2-25-2009,3,0,0,32.0087010092,05-18-13,0.1,49,5,10,2,0,2,0.1,0.0333333333,0.1
AAV,Advantage Oil & Gas Ltd,505148514,Energy,Oil & Gas Production,2-25-2009,3,0,0,32.0087010092,05-18-13,0.15,10,6,10,2,0,3,0.15,0.05,0.15
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,2361800000,n/a,n/a,12-18-2012,60.25,1.049,5.2668541667,24.8519386367,02-16-13,0.35,1,62,2,0,0,1.75,0.35,0.0058091286,0.0697095436
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,2361800000,n/a,n/a,12-18-2012,60.25,1.049,5.2668541667,24.8519386367,02-16-13,0.35,1,62,2,0,0,1.75,0.35,0.0058091286,0.0697095436
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,2361800000,n/a,n/a,12-18-2012,60.25,1.049,5.2668541667,24.8519386367,06-22-13,1.7,20,62,30,2,10.5337083333,1.75,12.2337083333,0.203049101,0.4873178423
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,2361800000,n/a,n/a,12-18-2012,60.25,1.049,5.2668541667,24.8519386367,06-22-13,1.35,10,63,10,2,10.5337083333,2.75,11.8837083333,0.1972399723,0.4733759336
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,2361800000,n/a,n/a,12-18-2012,60.25,1.049,5.2668541667,24.8519386367,06-22-13,0.45,6,66,6,2,10.5337083333,5.75,10.9837083333,0.182302213,0.4375253112
AB,Alliance Capital Management Holding L.P.,2169726045.46,Finance,Investment Managers,11-1-2012,20.63,0.95,1.6332083333,53.8373574453,02-16-13,2.55,303,17.5,5,1,1.6332083333,-3.13,1.0532083333,0.0510522702,0.6126272419
AB,Alliance Capital Management Holding L.P.,2169726045.46,Finance,Investment Managers,11-1-2012,20.63,0.95,1.6332083333,53.8373574453,02-16-13,0.95,403,20,3,1,1.6332083333,-0.63,1.9532083333,0.0946780578,1.1361366941
AB,Alliance Capital Management Holding L.P.,2169726045.46,Finance,Investment Managers,11-1-2012,20.63,0.95,1.6332083333,53.8373574453,02-16-13,0.09,615,22.5,275,1,1.6332083333,1.87,1.7232083333,0.0835292454,1.0023509452
AB,Alliance Capital Management Holding L.P.,2169726045.46,Finance,Investment Managers,11-1-2012,20.63,0.95,1.6332083333,53.8373574453,02-16-13,2.55,303,17.5,5,1,1.6332083333,-3.13,1.0532083333,0.0510522702,0.6126272419
AB,Alliance Capital Management Holding L.P.,2169726045.46,Finance,Investment Managers,11-1-2012,20.63,0.95,1.6332083333,53.8373574453,02-16-13,0.95,403,20,3,1,1.6332083333,-0.63,1.9532083333,0.0946780578,1.1361366941
AB,Alliance Capital Management Holding L.P.,2169726045.46,Finance,Investment Managers,11-1-2012,20.63,0.95,1.6332083333,53.8373574453,02-16-13,0.09,615,22.5,275,1,1.6332083333,1.87,1.7232083333,0.0835292454,1.0023509452
AB,Alliance Capital Management Holding L.P.,2169726045.46,Finance,Investment Managers,11-1-2012,20.63,0.95,1.6332083333,53.8373574453,03-16-13,3,10,17.5,10,1,1.6332083333,-3.13,1.5032083333,0.072865164,0.437190984
AB,Alliance Capital Management Holding L.P.,2169726045.46,Finance,Investment Managers,11-1-2012,20.63,0.95,1.6332083333,53.8373574453,03-16-13,0.15,363,22.5,72,1,1.6332083333,1.87,1.7832083333,0.0864376313,0.5186257877
AB,Alliance Capital Management Holding L.P.,2169726045.46,Finance,Investment Managers,11-1-2012,20.63,0.95,1.6332083333,53.8373574453,04-20-13,2.66,781,17.5,1,1,1.6332083333,-3.13,1.1632083333,0.0563843109,0.2255372435
AB,Alliance Capital Management Holding L.P.,2169726045.46,Finance,Investment Managers,11-1-2012,20.63,0.95,1.6332083333,53.8373574453,04-20-13,1.15,"2,361",20,15,1,1.6332083333,-0.63,2.1532083333,0.1043726773,0.4174907093
AB,Alliance Capital Management Holding L.P.,2169726045.46,Finance,Investment Managers,11-1-2012,20.63,0.95,1.6332083333,53.8373574453,04-20-13,0.4,424,22.5,3,1,1.6332083333,1.87,2.0332083333,0.0985559056,0.3942236226
ABAX,"ABAXIS, Inc.",875805000,Capital Goods,Industrial Machinery/Components,12-13-2012,39.9,1,3.325,79.540825033,02-16-13,5,367,34,3,0,0,-5.9,-0.9,-0.022556391,-0.2706766917
ABAX,"ABAXIS, Inc.",875805000,Capital Goods,Industrial Machinery/Components,12-13-2012,39.9,1,3.325,79.540825033,02-16-13,2.55,44,39,50,0,0,-0.9,1.65,0.0413533835,0.4962406015
ABAX,"ABAXIS, Inc.",875805000,Capital Goods,Industrial Machinery/Components,12-13-2012,39.9,1,3.325,79.540825033,02-16-13,1.45,137,40,5,0,0,0.1,1.45,0.0363408521,0.4360902256
ABAX,"ABAXIS, Inc.",875805000,Capital Goods,Industrial Machinery/Components,12-13-2012,39.9,1,3.325,79.540825033,02-16-13,0.25,81,44,4,0,0,4.1,0.25,0.0062656642,0.0751879699
ABAX,"ABAXIS, Inc.",875805000,Capital Goods,Industrial Machinery/Components,12-13-2012,39.9,1,3.325,79.540825033,02-16-13,0.01,2,49,0,0,0,9.1,0.01,0.0002506266,0.0030075188
ABAX,"ABAXIS, Inc.",875805000,Capital Goods,Industrial Machinery/Components,12-13-2012,39.9,1,3.325,79.540825033,02-16-13,5,367,34,3,0,0,-5.9,-0.9,-0.022556391,-0.2706766917
ABAX,"ABAXIS, Inc.",875805000,Capital Goods,Industrial Machinery/Components,12-13-2012,39.9,1,3.325,79.540825033,02-16-13,2.55,44,39,50,0,0,-0.9,1.65,0.0413533835,0.4962406015
ABAX,"ABAXIS, Inc.",875805000,Capital Goods,Industrial Machinery/Components,12-13-2012,39.9,1,3.325,79.540825033,02-16-13,1.45,137,40,5,0,0,0.1,1.45,0.0363408521,0.4360902256
ABAX,"ABAXIS, Inc.",875805000,Capital Goods,Industrial Machinery/Components,12-13-2012,39.9,1,3.325,79.540825033,02-16-13,0.25,81,44,4,0,0,4.1,0.25,0.0062656642,0.0751879699
ABAX,"ABAXIS, Inc.",875805000,Capital Goods,Industrial Machinery/Components,12-13-2012,39.9,1,3.325,79.540825033,02-16-13,0.01,2,49,0,0,0,9.1,0.01,0.0002506266,0.0030075188
ABAX,"ABAXIS, Inc.",875805000,Capital Goods,Industrial Machinery/Components,12-13-2012,39.9,1,3.325,79.540825033,05-18-13,6.8,41,34,10,1,3.325,-5.9,4.225,0.1058897243,0.3176691729
ABAX,"ABAXIS, Inc.",875805000,Capital Goods,Industrial Machinery/Components,12-13-2012,39.9,1,3.325,79.540825033,05-18-13,2.35,21,39,1,1,3.325,-0.9,4.775,0.1196741855,0.3590225564
ABAX,"ABAXIS, Inc.",875805000,Capital Goods,Industrial Machinery/Components,12-13-2012,39.9,1,3.325,79.540825033,05-18-13,2.35,16,40,2,1,3.325,0.1,5.675,0.1422305764,0.4266917293
ABAX,"ABAXIS, Inc.",875805000,Capital Goods,Industrial Machinery/Components,12-13-2012,39.9,1,3.325,79.540825033,05-18-13,1.4,24,44,10,1,3.325,4.1,4.725,0.1184210526,0.3552631579
