,Name,MarketCap,Sector,industry,ExDivDate,StockPrice,DivYield,DivShare,Volatility,Expiry,OptionPrice,Open Int,Strike,Vol,NumDivs,DivIncome,GLExercise,TotalIncome,Return,AnnRet
RGLD,"Royal Gold, Inc.",4936252850.73,Basic Industries,Precious Metals,1-2-2012,76.69,0.65,4.1540416667,33.1612573019,04-20-13,2.5,732,80,49,2,8.3080833333,3.31,10.8080833333,0.1409321076,0.5637284305
RGLD,"Royal Gold, Inc.",4936252850.73,Basic Industries,Precious Metals,1-2-2012,76.69,0.65,4.1540416667,33.1612573019,04-20-13,1.73,398,82.5,5,2,8.3080833333,5.81,10.0380833333,0.1308916851,0.5235667406
RGP,Regency Energy Partners LP,4085648304.4,Energy,Oil & Gas Production,11-2-2012,23.92,1.84,3.6677333333,29.1074234079,02-16-13,4,33,20,20,1,3.6677333333,-3.92,3.7477333333,0.1566778149,1.8801337793
RGP,Regency Energy Partners LP,4085648304.4,Energy,Oil & Gas Production,11-2-2012,23.92,1.84,3.6677333333,29.1074234079,02-16-13,1.55,564,22.5,9,1,3.6677333333,-1.42,3.7977333333,0.1587681159,1.9052173913
RGP,Regency Energy Partners LP,4085648304.4,Energy,Oil & Gas Production,11-2-2012,23.92,1.84,3.6677333333,29.1074234079,02-16-13,0.15,947,25,10,1,3.6677333333,1.08,3.8177333333,0.1596042363,1.9152508361
RGP,Regency Energy Partners LP,4085648304.4,Energy,Oil & Gas Production,11-2-2012,23.92,1.84,3.6677333333,29.1074234079,02-16-13,0.15,10,30,0,1,3.6677333333,6.08,3.8177333333,0.1596042363,1.9152508361
RGP,Regency Energy Partners LP,4085648304.4,Energy,Oil & Gas Production,11-2-2012,23.92,1.84,3.6677333333,29.1074234079,02-16-13,4,33,20,20,1,3.6677333333,-3.92,3.7477333333,0.1566778149,1.8801337793
RGP,Regency Energy Partners LP,4085648304.4,Energy,Oil & Gas Production,11-2-2012,23.92,1.84,3.6677333333,29.1074234079,02-16-13,1.55,564,22.5,9,1,3.6677333333,-1.42,3.7977333333,0.1587681159,1.9052173913
RGP,Regency Energy Partners LP,4085648304.4,Energy,Oil & Gas Production,11-2-2012,23.92,1.84,3.6677333333,29.1074234079,02-16-13,0.15,947,25,10,1,3.6677333333,1.08,3.8177333333,0.1596042363,1.9152508361
RGP,Regency Energy Partners LP,4085648304.4,Energy,Oil & Gas Production,11-2-2012,23.92,1.84,3.6677333333,29.1074234079,02-16-13,0.15,10,30,0,1,3.6677333333,6.08,3.8177333333,0.1596042363,1.9152508361
RGP,Regency Energy Partners LP,4085648304.4,Energy,Oil & Gas Production,11-2-2012,23.92,1.84,3.6677333333,29.1074234079,05-18-13,2.2,8,20,40,2,7.3354666667,-3.92,5.6154666667,0.2347603122,0.7042809365
RGP,Regency Energy Partners LP,4085648304.4,Energy,Oil & Gas Production,11-2-2012,23.92,1.84,3.6677333333,29.1074234079,05-18-13,1.6,250,22.5,30,2,7.3354666667,-1.42,7.5154666667,0.3141917503,0.9425752508
RGP,Regency Energy Partners LP,4085648304.4,Energy,Oil & Gas Production,11-2-2012,23.92,1.84,3.6677333333,29.1074234079,05-18-13,0.35,"1,491",25,20,2,7.3354666667,1.08,7.6854666667,0.3212987737,0.9638963211
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,02-16-13,6,317,45,250,1,5.5264125,-6.21,5.3164125,0.1038159051,1.2457908612
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,02-16-13,2,"1,044",50,128,1,5.5264125,-1.21,6.3164125,0.1233433411,1.4801200937
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,02-16-13,0.35,"1,146",55,140,1,5.5264125,3.79,5.8764125,0.1147512693,1.3770152314
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,02-16-13,0.1,556,60,58,1,5.5264125,8.79,5.6264125,0.1098694103,1.3184329233
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,02-16-13,0.05,330,65,250,1,5.5264125,13.79,5.5764125,0.1088930385,1.3067164616
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,02-16-13,6,317,45,250,1,5.5264125,-6.21,5.3164125,0.1038159051,1.2457908612
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,02-16-13,2,"1,044",50,128,1,5.5264125,-1.21,6.3164125,0.1233433411,1.4801200937
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,02-16-13,0.35,"1,146",55,140,1,5.5264125,3.79,5.8764125,0.1147512693,1.3770152314
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,02-16-13,0.1,556,60,58,1,5.5264125,8.79,5.6264125,0.1098694103,1.3184329233
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,02-16-13,0.05,330,65,250,1,5.5264125,13.79,5.5764125,0.1088930385,1.3067164616
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,03-16-13,6.2,3,45,100,1,5.5264125,-6.21,5.5164125,0.1077213923,0.6463283538
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,03-16-13,2.75,72,50,63,1,5.5264125,-1.21,7.0664125,0.1379889182,0.8279335091
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,03-16-13,1.05,93,55,38,1,5.5264125,3.79,6.5764125,0.1284204745,0.7705228471
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,03-16-13,0.38,48,60,2,1,5.5264125,8.79,5.9064125,0.1153370924,0.6920225542
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,04-20-13,10.4,269,50,29,1,5.5264125,-1.21,14.7164125,0.2873738039,1.1494952158
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,04-20-13,2.75,"1,301",50.5,30,1,5.5264125,-0.71,7.5664125,0.1477526362,0.5910105448
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,04-20-13,5.8,520,55,203,1,5.5264125,3.79,11.3264125,0.2211757957,0.884703183
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,04-20-13,1.15,"1,202",55.5,13,1,5.5264125,4.29,6.6764125,0.1303732181,0.5214928725
RGR,"Sturm, Ruger & Company, Inc.",981187287.12,Capital Goods,Ordnance And Accessories,11-7-2012,51.21,1.295,5.5264125,32.5562324668,04-20-13,3.6,280,60,35,1,5.5264125,8.79,9.1264125,0.1782154364,0.7128617458
RGS,Regis Corporation,996366600.8,Consumer Services,Other Consumer Services,11-6-2012,17.32,0.24,0.3464,105.6000526267,02-16-13,1.6,1,15,1,1,0.3464,-2.32,-0.3736,-0.0215704388,-0.2588452656
RGS,Regis Corporation,996366600.8,Consumer Services,Other Consumer Services,11-6-2012,17.32,0.24,0.3464,105.6000526267,02-16-13,0.25,211,17.5,2,1,0.3464,0.18,0.5964,0.0344341801,0.4132101617
RGS,Regis Corporation,996366600.8,Consumer Services,Other Consumer Services,11-6-2012,17.32,0.24,0.3464,105.6000526267,02-16-13,1.6,1,15,1,1,0.3464,-2.32,-0.3736,-0.0215704388,-0.2588452656
RGS,Regis Corporation,996366600.8,Consumer Services,Other Consumer Services,11-6-2012,17.32,0.24,0.3464,105.6000526267,02-16-13,0.25,211,17.5,2,1,0.3464,0.18,0.5964,0.0344341801,0.4132101617
RGS,Regis Corporation,996366600.8,Consumer Services,Other Consumer Services,11-6-2012,17.32,0.24,0.3464,105.6000526267,03-16-13,4.5,10,12.5,3,1,0.3464,-4.82,0.0264,0.0015242494,0.0091454965
RGS,Regis Corporation,996366600.8,Consumer Services,Other Consumer Services,11-6-2012,17.32,0.24,0.3464,105.6000526267,03-16-13,4.7,8,15,6,1,0.3464,-2.32,2.7264,0.1574133949,0.9444803695
RGS,Regis Corporation,996366600.8,Consumer Services,Other Consumer Services,11-6-2012,17.32,0.24,0.3464,105.6000526267,03-16-13,0.55,"1,821",17.5,12,1,0.3464,0.18,0.8964,0.0517551963,0.3105311778
RGS,Regis Corporation,996366600.8,Consumer Services,Other Consumer Services,11-6-2012,17.32,0.24,0.3464,105.6000526267,03-16-13,0.2,"1,237",20,100,1,0.3464,2.68,0.5464,0.0315473441,0.1892840647
RGS,Regis Corporation,996366600.8,Consumer Services,Other Consumer Services,11-6-2012,17.32,0.24,0.3464,105.6000526267,03-16-13,0.2,21,22.5,2,1,0.3464,5.18,0.5464,0.0315473441,0.1892840647
RGS,Regis Corporation,996366600.8,Consumer Services,Other Consumer Services,11-6-2012,17.32,0.24,0.3464,105.6000526267,06-22-13,2.75,25,15,25,2,0.6928,-2.32,1.1228,0.0648267898,0.1555842956
RGS,Regis Corporation,996366600.8,Consumer Services,Other Consumer Services,11-6-2012,17.32,0.24,0.3464,105.6000526267,06-22-13,1,206,17.5,77,2,0.6928,0.18,1.6928,0.0977367206,0.2345681293
RGS,Regis Corporation,996366600.8,Consumer Services,Other Consumer Services,11-6-2012,17.32,0.24,0.3464,105.6000526267,06-22-13,0.4,20,20,42,2,0.6928,2.68,1.0928,0.0630946882,0.1514272517
RGS,Regis Corporation,996366600.8,Consumer Services,Other Consumer Services,11-6-2012,17.32,0.24,0.3464,105.6000526267,06-22-13,0.25,10,22.5,10,2,0.6928,5.18,0.9428,0.0544341801,0.1306420323
RHI,Robert Half International Inc.,4738676709.13,Technology,Professional Services,11-21-2012,33.67,0.6,1.6835,33.920670026,02-16-13,0.5,492,35,54,1,1.6835,1.33,2.1835,0.0648500149,0.7782001782
RHI,Robert Half International Inc.,4738676709.13,Technology,Professional Services,11-21-2012,33.67,0.6,1.6835,33.920670026,02-16-13,0.5,492,35,54,1,1.6835,1.33,2.1835,0.0648500149,0.7782001782
RHI,Robert Half International Inc.,4738676709.13,Technology,Professional Services,11-21-2012,33.67,0.6,1.6835,33.920670026,03-16-13,5.6,3,25,1,1,1.6835,-8.67,-1.3865,-0.0411790912,-0.2470745471
RHI,Robert Half International Inc.,4738676709.13,Technology,Professional Services,11-21-2012,33.67,0.6,1.6835,33.920670026,03-16-13,4.3,151,30,1,1,1.6835,-3.67,2.3135,0.0687110187,0.4122661123
RHI,Robert Half International Inc.,4738676709.13,Technology,Professional Services,11-21-2012,33.67,0.6,1.6835,33.920670026,03-16-13,0.7,367,35,50,1,1.6835,1.33,2.3835,0.0707900208,0.4247401247
RHI,Robert Half International Inc.,4738676709.13,Technology,Professional Services,11-21-2012,33.67,0.6,1.6835,33.920670026,06-22-13,8.9,3,25,3,2,3.367,-8.67,3.597,0.1068310068,0.2563944164
RHI,Robert Half International Inc.,4738676709.13,Technology,Professional Services,11-21-2012,33.67,0.6,1.6835,33.920670026,06-22-13,4.8,132,30,1,2,3.367,-3.67,4.497,0.1335610336,0.3205464805
RHI,Robert Half International Inc.,4738676709.13,Technology,Professional Services,11-21-2012,33.67,0.6,1.6835,33.920670026,06-22-13,1.55,157,35,4,2,3.367,1.33,4.917,0.146035046,0.3504841105
RHI,Robert Half International Inc.,4738676709.13,Technology,Professional Services,11-21-2012,33.67,0.6,1.6835,33.920670026,06-22-13,0.35,15,40,5,2,3.367,6.33,3.717,0.1103950104,0.2649480249
RHP,"Ryman Hospitality Properties, Inc.",1825508694.71,Consumer Services,Real Estate Investment Trusts,11-8-2012,40.33,6.84,22.9881,44.5283707929,30-42-11,2.1,19,40,1,2,45.9762,-0.33,47.7462,1.1838879246,0.4898846585
RHP,"Ryman Hospitality Properties, Inc.",1825508694.71,Consumer Services,Real Estate Investment Trusts,11-8-2012,40.33,6.84,22.9881,44.5283707929,30-42-11,2.3,48,40,45,2,45.9762,-0.33,47.9462,1.1888470121,0.4919366947
RHP,"Ryman Hospitality Properties, Inc.",1825508694.71,Consumer Services,Real Estate Investment Trusts,11-8-2012,40.33,6.84,22.9881,44.5283707929,30-42-11,3.9,65,45,10,2,45.9762,4.67,49.8762,1.2367022068,0.5117388442
RHP,"Ryman Hospitality Properties, Inc.",1825508694.71,Consumer Services,Real Estate Investment Trusts,11-8-2012,40.33,6.84,22.9881,44.5283707929,30-42-11,0.65,26,45,16,2,45.9762,4.67,46.6262,1.1561170345,0.4783932556
RHP,"Ryman Hospitality Properties, Inc.",1825508694.71,Consumer Services,Real Estate Investment Trusts,11-8-2012,40.33,6.84,22.9881,44.5283707929,30-42-11,1.3,52,50,10,2,45.9762,9.67,47.2762,1.1722340689,0.4850623734
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,02-16-13,4.45,"4,482",52.5,404,2,7.4734,-4.26,7.6634,0.1350140944,1.6201691332
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,02-16-13,2.4,"5,111",55,96,2,7.4734,-1.76,8.1134,0.1429422128,1.7153065539
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,02-16-13,0.91,"10,747",57.5,992,2,7.4734,0.74,8.3834,0.1476990839,1.7723890063
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,02-16-13,0.28,"1,908",60,26,2,7.4734,3.24,7.7534,0.1365997181,1.6391966173
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,02-16-13,0.07,4,62.5,4,2,7.4734,5.74,7.5434,0.1328999295,1.5947991543
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,02-16-13,4.45,"4,482",52.5,404,2,7.4734,-4.26,7.6634,0.1350140944,1.6201691332
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,02-16-13,2.4,"5,111",55,96,2,7.4734,-1.76,8.1134,0.1429422128,1.7153065539
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,02-16-13,0.91,"10,747",57.5,992,2,7.4734,0.74,8.3834,0.1476990839,1.7723890063
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,02-16-13,0.28,"1,908",60,26,2,7.4734,3.24,7.7534,0.1365997181,1.6391966173
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,02-16-13,0.07,4,62.5,4,2,7.4734,5.74,7.5434,0.1328999295,1.5947991543
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,03-16-13,7,2,50,16,2,7.4734,-6.76,7.7134,0.1358949965,0.8153699789
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,03-16-13,3.16,60,55,12,2,7.4734,-1.76,8.8734,0.1563319239,0.9379915433
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,03-16-13,1.88,"1,088",57.5,516,2,7.4734,0.74,9.3534,0.1647885835,0.9887315011
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,03-16-13,0.94,547,60,60,2,7.4734,3.24,8.4134,0.1482276251,0.8893657505
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,03-16-13,0.43,32,62.5,144,2,7.4734,5.74,7.9034,0.1392424242,0.8354545455
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,05-18-13,5.9,"3,595",52.5,57,2,7.4734,-4.26,9.1134,0.1605602537,0.4816807611
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,05-18-13,4.25,"3,625",55,86,2,7.4734,-1.76,9.9634,0.1755355884,0.5266067653
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,05-18-13,3,"3,503",57.5,914,2,7.4734,0.74,10.4734,0.1845207893,0.5535623679
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,05-18-13,2,"3,423",60,371,2,7.4734,3.24,9.4734,0.1669027484,0.5007082452
RIG,Transocean Ltd.,20401015616.52,Energy,Oil & Gas Production,2-22-2012,56.76,0.79,3.7367,25.0822705869,05-18-13,1.22,740,62.5,39,2,7.4734,5.74,8.6934,0.1531606765,0.4594820296
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,02-16-13,3.8,396,52.5,6,2,15.2148,-3.3,15.7148,0.2816272401,3.3795268817
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,02-16-13,1.71,577,55,17,2,15.2148,-0.8,16.1248,0.2889749104,3.4676989247
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,02-16-13,0.7,"2,227",57.5,53,2,15.2148,1.7,15.9148,0.2852114695,3.4225376344
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,02-16-13,0.18,"1,254",60,13,2,15.2148,4.2,15.3948,0.2758924731,3.3107096774
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,02-16-13,0.09,396,62.5,21,2,15.2148,6.7,15.3048,0.2742795699,3.2913548387
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,02-16-13,3.8,396,52.5,6,2,15.2148,-3.3,15.7148,0.2816272401,3.3795268817
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,02-16-13,1.71,577,55,17,2,15.2148,-0.8,16.1248,0.2889749104,3.4676989247
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,02-16-13,0.7,"2,227",57.5,53,2,15.2148,1.7,15.9148,0.2852114695,3.4225376344
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,02-16-13,0.18,"1,254",60,13,2,15.2148,4.2,15.3948,0.2758924731,3.3107096774
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,02-16-13,0.09,396,62.5,21,2,15.2148,6.7,15.3048,0.2742795699,3.2913548387
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,03-16-13,4,261,52.5,14,2,15.2148,-3.3,15.9148,0.2852114695,1.7112688172
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,03-16-13,2.38,787,55,140,2,15.2148,-0.8,16.7948,0.3009820789,1.8058924731
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,03-16-13,1.15,"1,104",57.5,57,2,15.2148,1.7,16.3648,0.2932759857,1.759655914
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,03-16-13,0.5,26,60,28,2,15.2148,4.2,15.7148,0.2816272401,1.6897634409
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,04-20-13,4.3,"2,220",52.5,24,2,15.2148,-3.3,16.2148,0.2905878136,1.1623512545
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,04-20-13,2.7,"5,440",55,1,2,15.2148,-0.8,17.1148,0.3067168459,1.2268673835
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,04-20-13,1.6,"1,288",57.5,54,2,15.2148,1.7,16.8148,0.3013405018,1.2053620072
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,04-20-13,0.8,"1,525",60,11,2,15.2148,4.2,16.0148,0.2870035842,1.1480143369
RIO,Rio Tinto Plc,103403098017,Basic Industries,Precious Metals,8-15-2012,55.8,1.636,7.6074,22.690138146,04-20-13,0.41,575,62.5,30,2,15.2148,6.7,15.6248,0.2800143369,1.1200573477
RJF,"Raymond James Financial, Inc.",6131269098.35,Finance,Investment Bankers/Brokers/Service,12-28-2012,44.29,0.53,1.9561416667,32.4997998864,02-16-13,4.34,"1,368",40,32,0,0,-4.29,0.05,0.001128923,0.0135470761
RJF,"Raymond James Financial, Inc.",6131269098.35,Finance,Investment Bankers/Brokers/Service,12-28-2012,44.29,0.53,1.9561416667,32.4997998864,02-16-13,1.5,197,42.5,25,0,0,-1.79,-0.29,-0.0065477534,-0.0785730413
RJF,"Raymond James Financial, Inc.",6131269098.35,Finance,Investment Bankers/Brokers/Service,12-28-2012,44.29,0.53,1.9561416667,32.4997998864,02-16-13,0.25,530,45,5,0,0,0.71,0.25,0.005644615,0.0677353804
RJF,"Raymond James Financial, Inc.",6131269098.35,Finance,Investment Bankers/Brokers/Service,12-28-2012,44.29,0.53,1.9561416667,32.4997998864,02-16-13,4.34,"1,368",40,32,0,0,-4.29,0.05,0.001128923,0.0135470761
RJF,"Raymond James Financial, Inc.",6131269098.35,Finance,Investment Bankers/Brokers/Service,12-28-2012,44.29,0.53,1.9561416667,32.4997998864,02-16-13,1.5,197,42.5,25,0,0,-1.79,-0.29,-0.0065477534,-0.0785730413
RJF,"Raymond James Financial, Inc.",6131269098.35,Finance,Investment Bankers/Brokers/Service,12-28-2012,44.29,0.53,1.9561416667,32.4997998864,02-16-13,0.25,530,45,5,0,0,0.71,0.25,0.005644615,0.0677353804
RJF,"Raymond James Financial, Inc.",6131269098.35,Finance,Investment Bankers/Brokers/Service,12-28-2012,44.29,0.53,1.9561416667,32.4997998864,03-16-13,1.82,25,42.5,5,1,1.9561416667,-1.79,1.9861416667,0.0448440205,0.2690641228
RJF,"Raymond James Financial, Inc.",6131269098.35,Finance,Investment Bankers/Brokers/Service,12-28-2012,44.29,0.53,1.9561416667,32.4997998864,03-16-13,0.55,160,45,42,1,1.9561416667,0.71,2.5061416667,0.0565848197,0.3395089185
RJF,"Raymond James Financial, Inc.",6131269098.35,Finance,Investment Bankers/Brokers/Service,12-28-2012,44.29,0.53,1.9561416667,32.4997998864,05-18-13,4.4,349,40,50,1,1.9561416667,-4.29,2.0661416667,0.0466502973,0.1399508918
RJF,"Raymond James Financial, Inc.",6131269098.35,Finance,Investment Bankers/Brokers/Service,12-28-2012,44.29,0.53,1.9561416667,32.4997998864,05-18-13,2.7,214,42.5,1,1,1.9561416667,-1.79,2.8661416667,0.0647130654,0.1941391962
RJF,"Raymond James Financial, Inc.",6131269098.35,Finance,Investment Bankers/Brokers/Service,12-28-2012,44.29,0.53,1.9561416667,32.4997998864,05-18-13,1.3,246,45,41,1,1.9561416667,0.71,3.2561416667,0.0735186649,0.2205559946
RJF,"Raymond James Financial, Inc.",6131269098.35,Finance,Investment Bankers/Brokers/Service,12-28-2012,44.29,0.53,1.9561416667,32.4997998864,05-18-13,0.45,10,47.5,19,1,1.9561416667,3.21,2.4061416667,0.0543269737,0.1629809212
RJF,"Raymond James Financial, Inc.",6131269098.35,Finance,Investment Bankers/Brokers/Service,12-28-2012,44.29,0.53,1.9561416667,32.4997998864,05-18-13,0.15,18,50,10,1,1.9561416667,5.71,2.1061416667,0.0475534357,0.1426603071
RKT,Rock-Tenn Company,5675408718,Consumer Durables,Containers/Packaging,12-13-2012,79.8,1.05,6.9825,39.3098254728,02-16-13,4.78,150,75,1,0,0,-4.8,-0.02,-0.0002506266,-0.0030075188
RKT,Rock-Tenn Company,5675408718,Consumer Durables,Containers/Packaging,12-13-2012,79.8,1.05,6.9825,39.3098254728,02-16-13,1.3,"2,066",80,10,0,0,0.2,1.3,0.0162907268,0.1954887218
RKT,Rock-Tenn Company,5675408718,Consumer Durables,Containers/Packaging,12-13-2012,79.8,1.05,6.9825,39.3098254728,02-16-13,4.78,150,75,1,0,0,-4.8,-0.02,-0.0002506266,-0.0030075188
RKT,Rock-Tenn Company,5675408718,Consumer Durables,Containers/Packaging,12-13-2012,79.8,1.05,6.9825,39.3098254728,02-16-13,1.3,"2,066",80,10,0,0,0.2,1.3,0.0162907268,0.1954887218
RKT,Rock-Tenn Company,5675408718,Consumer Durables,Containers/Packaging,12-13-2012,79.8,1.05,6.9825,39.3098254728,03-16-13,1.97,8,80,4,1,6.9825,0.2,8.9525,0.1121867168,0.6731203008
RKT,Rock-Tenn Company,5675408718,Consumer Durables,Containers/Packaging,12-13-2012,79.8,1.05,6.9825,39.3098254728,03-16-13,0.55,1,85,18,1,6.9825,5.2,7.5325,0.0943922306,0.5663533835
RKT,Rock-Tenn Company,5675408718,Consumer Durables,Containers/Packaging,12-13-2012,79.8,1.05,6.9825,39.3098254728,04-20-13,5.4,16,70,1,1,6.9825,-9.8,2.5825,0.0323621554,0.1294486216
RKT,Rock-Tenn Company,5675408718,Consumer Durables,Containers/Packaging,12-13-2012,79.8,1.05,6.9825,39.3098254728,04-20-13,5.82,"3,133",75,1,1,6.9825,-4.8,8.0025,0.1002819549,0.4011278195
RKT,Rock-Tenn Company,5675408718,Consumer Durables,Containers/Packaging,12-13-2012,79.8,1.05,6.9825,39.3098254728,04-20-13,2.85,"2,151",80,26,1,6.9825,0.2,9.8325,0.1232142857,0.4928571429
RKT,Rock-Tenn Company,5675408718,Consumer Durables,Containers/Packaging,12-13-2012,79.8,1.05,6.9825,39.3098254728,04-20-13,1.35,191,85,50,1,6.9825,5.2,8.3325,0.1044172932,0.4176691729
